DAT;RR;RRI;FF;DD;FXI;DXI;T;TD;U;PMER;UV;RAD;IC;WINDCHILL
20/02/2015-18:55;0.0;0.0;1.6;225.0;4.8;None;24.5;22.2;87.0;1009.25;0.0;6.0;24.5;24.5
20/02/2015-19:00;0.0;0.0;0.0;None;3.2;None;24.4;22.3;88.0;1009.38;0.0;1.0;24.4;24.4
20/02/2015-19:05;0.0;0.0;3.2;202.0;6.4;None;24.3;22.1;87.0;1009.41;0.0;0.0;24.3;24.3
20/02/2015-19:10;0.0;0.0;3.2;202.0;4.8;None;24.2;21.9;87.0;1009.52;0.0;0.0;24.2;24.2
20/02/2015-19:15;0.0;0.0;4.8;225.0;6.4;None;24.2;21.9;87.0;1009.52;0.0;0.0;24.2;24.2
20/02/2015-19:20;0.0;0.0;3.2;225.0;6.4;None;24.1;21.8;87.0;1009.52;0.0;0.0;24.1;24.1
20/02/2015-19:25;0.0;0.0;4.8;225.0;6.4;None;24.1;22.0;88.0;1009.55;0.0;0.0;24.1;24.1
20/02/2015-19:30;0.0;0.0;4.8;225.0;6.4;None;24.0;21.7;87.0;1009.58;0.0;0.0;24.0;24.0
20/02/2015-19:35;0.0;0.0;4.8;225.0;6.4;None;23.9;21.7;87.0;1009.62;0.0;0.0;23.9;23.9
20/02/2015-19:40;0.0;0.0;3.2;202.0;6.4;None;23.9;21.6;87.0;1009.79;0.0;0.0;23.9;23.9
20/02/2015-19:45;0.0;0.0;4.8;202.0;8.0;None;23.8;21.6;87.0;1009.89;0.0;0.0;23.8;23.8
20/02/2015-19:50;0.0;0.0;4.8;225.0;8.0;None;23.8;21.6;87.0;1010.02;0.0;0.0;23.8;23.8
20/02/2015-19:55;0.0;0.0;3.2;225.0;6.4;None;23.8;21.5;87.0;1010.06;0.0;0.0;23.8;23.8
20/02/2015-20:00;0.0;0.0;3.2;225.0;4.8;None;23.8;21.6;87.0;1010.13;0.0;0.0;23.8;23.8
20/02/2015-20:05;0.0;0.0;3.2;225.0;6.4;None;23.8;21.7;88.0;1010.19;0.0;0.0;23.8;23.8
20/02/2015-20:10;0.0;0.0;3.2;225.0;4.8;None;23.8;21.7;88.0;1010.16;0.0;0.0;23.8;23.8
20/02/2015-20:15;0.0;0.0;3.2;225.0;4.8;None;23.8;21.5;87.0;1010.23;0.0;0.0;23.8;23.8
20/02/2015-20:20;0.0;0.0;3.2;225.0;4.8;None;23.8;21.7;88.0;1010.3;0.0;0.0;23.8;23.8
20/02/2015-20:25;0.0;0.0;3.2;225.0;8.0;None;23.7;21.5;87.0;1010.4;0.0;0.0;23.7;23.7
20/02/2015-20:30;0.0;0.0;3.2;202.0;6.4;None;23.7;21.5;87.0;1010.53;0.0;0.0;23.7;23.7
20/02/2015-20:35;0.0;0.0;1.6;202.0;4.8;None;23.7;21.5;87.0;1010.57;0.0;0.0;23.7;23.7
20/02/2015-20:40;0.0;0.0;1.6;202.0;4.8;None;23.7;21.5;87.0;1010.63;0.0;0.0;23.7;23.7
20/02/2015-20:45;0.0;0.0;3.2;202.0;6.4;None;23.7;21.4;87.0;1010.6;0.0;0.0;23.7;23.7
20/02/2015-20:50;0.0;0.0;3.2;225.0;6.4;None;23.6;21.3;87.0;1010.67;0.0;0.0;23.6;23.6
20/02/2015-20:55;0.0;0.0;3.2;202.0;6.4;None;23.6;21.3;87.0;1010.63;0.0;0.0;23.6;23.6
20/02/2015-21:00;0.0;0.0;3.2;202.0;4.8;None;23.6;21.2;86.0;1010.7;0.0;0.0;23.6;23.6
20/02/2015-21:05;0.0;0.0;4.8;225.0;8.0;None;23.6;21.1;86.0;1010.7;0.0;0.0;23.6;23.6
20/02/2015-21:10;0.0;0.0;3.2;225.0;6.4;None;23.6;21.1;86.0;1010.74;0.0;0.0;23.6;23.6
20/02/2015-21:15;0.0;0.0;3.2;225.0;6.4;None;23.6;21.1;86.0;1010.8;0.0;0.0;23.6;23.6
20/02/2015-21:20;0.0;0.0;4.8;225.0;6.4;None;23.5;21.0;86.0;1010.84;0.0;0.0;23.5;23.5
20/02/2015-21:25;0.0;0.0;4.8;225.0;6.4;None;23.5;21.2;87.0;1010.94;0.0;0.0;23.5;23.5
20/02/2015-21:30;0.0;0.0;3.2;225.0;6.4;None;23.5;21.2;87.0;1010.94;0.0;0.0;23.5;23.5
20/02/2015-21:35;0.0;0.0;4.8;225.0;6.4;None;23.5;21.2;87.0;1010.9;0.0;0.0;23.5;23.5
20/02/2015-21:40;0.0;0.0;3.2;225.0;6.4;None;23.4;21.2;87.0;1010.94;0.0;0.0;23.4;23.4
20/02/2015-21:45;0.0;0.0;3.2;225.0;6.4;None;23.4;21.1;87.0;1010.9;0.0;0.0;23.4;23.4
20/02/2015-21:50;0.0;0.0;3.2;225.0;4.8;None;23.4;20.9;86.0;1011.01;0.0;0.0;23.4;23.4
20/02/2015-21:55;0.0;0.0;3.2;225.0;6.4;None;23.4;21.1;87.0;1011.04;0.0;0.0;23.4;23.4
20/02/2015-22:00;0.0;0.0;1.6;225.0;4.8;None;23.3;21.1;87.0;1011.11;0.0;0.0;23.3;23.3
20/02/2015-22:05;0.0;0.0;3.2;202.0;8.0;None;23.3;21.0;87.0;1011.11;0.0;0.0;23.3;23.3
20/02/2015-22:10;0.0;0.0;3.2;202.0;6.4;None;23.3;21.0;87.0;1011.14;0.0;0.0;23.3;23.3
20/02/2015-22:15;0.0;0.0;3.2;202.0;4.8;None;23.2;21.0;87.0;1011.14;0.0;0.0;23.2;23.2
20/02/2015-22:20;0.0;0.0;4.8;225.0;6.4;None;23.2;21.1;88.0;1011.11;0.0;0.0;23.2;23.2
20/02/2015-22:25;0.0;0.0;4.8;225.0;6.4;None;23.2;21.1;88.0;1011.11;0.0;0.0;23.2;23.2
20/02/2015-22:30;0.0;0.0;3.2;225.0;4.8;None;23.2;21.1;88.0;1011.11;0.0;0.0;23.2;23.2
20/02/2015-22:35;0.0;0.0;4.8;225.0;6.4;None;23.1;21.0;88.0;1011.18;0.0;0.0;23.1;23.1
20/02/2015-22:40;0.0;0.0;4.8;225.0;6.4;None;23.1;20.9;87.0;1011.18;0.0;0.0;23.1;23.1
20/02/2015-22:45;0.0;0.0;4.8;225.0;6.4;None;23.1;20.8;87.0;1011.11;0.0;0.0;23.1;23.1
20/02/2015-22:50;0.0;0.0;3.2;225.0;4.8;None;23.1;20.8;87.0;1011.14;0.0;0.0;23.1;23.1
20/02/2015-22:55;0.0;0.0;1.6;225.0;4.8;None;23.1;20.8;87.0;1011.24;0.0;0.0;23.1;23.1
20/02/2015-23:00;0.0;0.0;4.8;225.0;6.4;None;23.0;20.9;88.0;1011.31;0.0;0.0;23.0;23.0
20/02/2015-23:05;0.0;0.0;4.8;225.0;6.4;None;22.9;20.9;88.0;1011.38;0.0;0.0;22.9;22.9
20/02/2015-23:10;0.0;0.0;4.8;225.0;6.4;None;22.8;20.8;88.0;1011.38;0.0;0.0;22.8;22.8
20/02/2015-23:15;0.0;0.0;4.8;225.0;8.0;None;22.8;20.7;88.0;1011.41;0.0;0.0;22.8;22.8
20/02/2015-23:20;0.0;0.0;6.4;225.0;8.0;None;22.7;20.7;88.0;1011.45;0.0;0.0;22.7;22.7
20/02/2015-23:25;0.0;0.0;6.4;225.0;8.0;None;22.7;20.8;89.0;1011.34;0.0;0.0;22.7;22.7
20/02/2015-23:30;0.0;0.0;6.4;225.0;9.7;None;22.6;20.7;89.0;1011.28;0.0;0.0;22.6;22.6
20/02/2015-23:35;0.0;0.0;6.4;225.0;9.7;None;22.6;20.7;89.0;1011.21;0.0;0.0;22.6;22.6
20/02/2015-23:40;0.0;0.0;6.4;225.0;8.0;None;22.6;20.7;89.0;1011.21;0.0;0.0;22.6;22.6
20/02/2015-23:45;0.0;0.0;6.4;225.0;8.0;None;22.6;20.7;89.0;1011.21;0.0;0.0;22.6;22.6
20/02/2015-23:50;0.0;0.0;6.4;225.0;6.4;None;22.6;20.7;89.0;1011.14;0.0;0.0;22.6;22.6
20/02/2015-23:55;0.0;0.0;4.8;225.0;8.0;None;22.6;20.7;89.0;1011.18;0.0;0.0;22.6;22.6
21/02/2015-00:00;0.0;0.0;4.8;225.0;8.0;None;22.5;20.4;88.0;1011.18;0.0;0.0;22.5;22.5
21/02/2015-00:05;0.0;0.0;4.8;225.0;6.4;None;22.5;20.4;88.0;1011.18;0.0;0.0;22.5;22.5
21/02/2015-00:10;0.0;0.0;4.8;225.0;6.4;None;22.5;20.4;88.0;1011.11;0.0;0.0;22.5;22.5
21/02/2015-00:15;0.0;0.0;4.8;225.0;6.4;None;22.5;20.4;88.0;1011.01;0.0;0.0;22.5;22.5
21/02/2015-00:20;0.0;0.0;3.2;225.0;8.0;None;22.6;20.5;88.0;1011.04;0.0;0.0;22.6;22.6
21/02/2015-00:25;0.0;0.0;4.8;225.0;8.0;None;22.6;20.5;88.0;1010.97;0.0;0.0;22.6;22.6
21/02/2015-00:30;0.0;0.0;4.8;225.0;8.0;None;22.6;20.5;88.0;1010.97;0.0;0.0;22.6;22.6
21/02/2015-00:35;0.0;0.0;4.8;225.0;8.0;None;22.5;20.4;88.0;1011.01;0.0;0.0;22.5;22.5
21/02/2015-00:40;0.0;0.0;4.8;225.0;6.4;None;22.5;20.4;88.0;1010.9;0.0;0.0;22.5;22.5
21/02/2015-00:45;0.0;0.0;4.8;225.0;8.0;None;22.5;20.6;89.0;1010.84;0.0;0.0;22.5;22.5
21/02/2015-00:50;0.0;0.0;4.8;225.0;8.0;None;22.4;20.4;88.0;1010.84;0.0;0.0;22.4;22.4
21/02/2015-00:55;0.0;0.0;4.8;225.0;6.4;None;22.4;20.6;89.0;1010.77;0.0;0.0;22.4;22.4
21/02/2015-01:00;0.0;0.0;4.8;225.0;6.4;None;22.4;20.6;89.0;1010.8;0.0;0.0;22.4;22.4
21/02/2015-01:05;0.0;0.0;4.8;225.0;6.4;None;22.4;20.7;90.0;1010.8;0.0;0.0;22.4;22.4
21/02/2015-01:10;0.0;0.0;6.4;225.0;8.0;None;22.4;20.7;90.0;1010.8;0.0;0.0;22.4;22.4
21/02/2015-01:15;0.0;0.0;6.4;225.0;8.0;None;22.4;20.7;90.0;1010.77;0.0;0.0;22.4;22.4
21/02/2015-01:20;0.0;0.0;4.8;225.0;8.0;None;22.4;20.7;90.0;1010.74;0.0;0.0;22.4;22.4
21/02/2015-01:25;0.0;0.0;4.8;225.0;6.4;None;22.5;20.8;90.0;1010.7;0.0;0.0;22.5;22.5
21/02/2015-01:30;0.0;0.0;4.8;225.0;6.4;None;22.6;20.9;90.0;1010.63;0.0;0.0;22.6;22.6
21/02/2015-01:35;0.0;0.0;4.8;225.0;6.4;None;22.6;20.7;89.0;1010.57;0.0;0.0;22.6;22.6
21/02/2015-01:40;0.0;0.0;4.8;225.0;6.4;None;22.7;20.8;89.0;1010.43;0.0;0.0;22.7;22.7
21/02/2015-01:45;0.0;0.0;4.8;225.0;6.4;None;22.7;20.8;89.0;1010.4;0.0;0.0;22.7;22.7
21/02/2015-01:50;0.0;0.0;4.8;225.0;6.4;None;22.6;20.9;90.0;1010.43;0.0;0.0;22.6;22.6
21/02/2015-01:55;0.0;0.0;4.8;225.0;8.0;None;22.6;20.9;90.0;1010.4;0.0;0.0;22.6;22.6
21/02/2015-02:00;0.0;0.0;4.8;225.0;8.0;None;22.5;20.8;90.0;1010.36;0.0;0.0;22.5;22.5
21/02/2015-02:05;0.0;0.0;4.8;225.0;8.0;None;22.4;20.6;89.0;1010.4;0.0;0.0;22.4;22.4
21/02/2015-02:10;0.0;0.0;3.2;225.0;4.8;None;22.4;20.5;89.0;1010.33;0.0;0.0;22.4;22.4
21/02/2015-02:15;0.0;0.0;3.2;225.0;6.4;None;22.3;20.5;89.0;1010.23;0.0;0.0;22.3;22.3
21/02/2015-02:20;0.0;0.0;4.8;225.0;8.0;None;22.3;20.5;89.0;1010.26;0.0;0.0;22.3;22.3
21/02/2015-02:25;0.0;0.0;6.4;225.0;8.0;None;22.3;20.2;88.0;1010.26;0.0;0.0;22.3;22.3
21/02/2015-02:30;0.0;0.0;6.4;225.0;9.7;None;22.3;20.4;89.0;1010.16;0.0;0.0;22.3;22.3
21/02/2015-02:35;0.0;0.0;6.4;225.0;9.7;None;22.2;20.2;88.0;1010.16;0.0;0.0;22.2;22.2
21/02/2015-02:40;0.0;0.0;6.4;225.0;8.0;None;22.2;20.2;88.0;1010.19;0.0;0.0;22.2;22.2
21/02/2015-02:45;0.0;0.0;6.4;225.0;8.0;None;22.2;20.3;89.0;1010.19;0.0;0.0;22.2;22.2
21/02/2015-02:50;0.0;0.0;4.8;225.0;6.4;None;22.2;20.1;88.0;1010.16;0.0;0.0;22.2;22.2
21/02/2015-02:55;0.0;0.0;4.8;225.0;8.0;None;22.2;20.1;88.0;1010.13;0.0;0.0;22.2;22.2
21/02/2015-03:00;0.0;0.0;4.8;225.0;8.0;None;22.2;20.0;87.0;1010.19;0.0;0.0;22.2;22.2
21/02/2015-03:05;0.0;0.0;6.4;225.0;8.0;None;22.3;20.0;87.0;1010.26;0.0;0.0;22.3;22.3
21/02/2015-03:10;0.0;0.0;4.8;225.0;8.0;None;22.3;20.1;87.0;1010.26;0.0;0.0;22.3;22.3
21/02/2015-03:15;0.0;0.0;4.8;225.0;8.0;None;22.3;20.3;88.0;1010.3;0.0;0.0;22.3;22.3
21/02/2015-03:20;0.0;0.0;4.8;225.0;6.4;None;22.3;20.2;88.0;1010.3;0.0;0.0;22.3;22.3
21/02/2015-03:25;0.0;0.0;6.4;225.0;8.0;None;22.2;20.2;88.0;1010.3;0.0;0.0;22.2;22.2
21/02/2015-03:30;0.0;0.0;6.4;225.0;9.7;None;22.2;20.3;89.0;1010.26;0.0;0.0;22.2;22.2
21/02/2015-03:35;0.0;0.0;6.4;225.0;9.7;None;22.1;20.2;89.0;1010.26;0.0;0.0;22.1;22.1
21/02/2015-03:40;0.0;0.0;6.4;225.0;8.0;None;22.1;20.4;90.0;1010.26;0.0;0.0;22.1;22.1
21/02/2015-03:45;0.0;0.0;6.4;225.0;8.0;None;22.1;20.4;90.0;1010.33;0.0;0.0;22.1;22.1
21/02/2015-03:50;0.0;0.0;6.4;225.0;9.7;None;22.1;20.4;90.0;1010.3;0.0;0.0;22.1;22.1
21/02/2015-03:55;0.0;0.0;6.4;225.0;9.7;None;22.1;20.4;90.0;1010.4;0.0;0.0;22.1;22.1
21/02/2015-04:00;0.0;0.0;4.8;225.0;8.0;None;22.1;20.4;90.0;1010.43;0.0;0.0;22.1;22.1
21/02/2015-04:05;0.0;0.0;4.8;225.0;8.0;None;22.1;20.2;89.0;1010.4;0.0;0.0;22.1;22.1
21/02/2015-04:10;0.0;0.0;6.4;225.0;9.7;None;22.1;20.2;89.0;1010.33;0.0;0.0;22.1;22.1
21/02/2015-04:15;0.0;0.0;6.4;225.0;9.7;None;22.1;20.2;89.0;1010.4;0.0;0.0;22.1;22.1
21/02/2015-04:20;0.0;0.0;4.8;225.0;8.0;None;22.1;20.1;88.0;1010.33;0.0;0.0;22.1;22.1
21/02/2015-04:25;0.0;0.0;4.8;225.0;11.3;None;22.2;20.1;88.0;1010.33;0.0;0.0;22.2;22.2
21/02/2015-04:30;0.0;0.0;3.2;225.0;6.4;None;22.2;20.1;88.0;1010.33;0.0;0.0;22.2;22.2
21/02/2015-04:35;0.0;0.0;4.8;225.0;8.0;None;22.1;20.1;88.0;1010.36;0.0;0.0;22.1;22.1
21/02/2015-04:40;0.0;0.0;4.8;225.0;8.0;None;22.1;20.1;88.0;1010.43;0.0;0.0;22.1;22.1
21/02/2015-04:45;0.0;0.0;6.4;225.0;8.0;None;22.1;20.1;88.0;1010.4;0.0;0.0;22.1;22.1
21/02/2015-04:50;0.0;0.0;4.8;225.0;8.0;None;22.1;20.1;88.0;1010.3;0.0;0.0;22.1;22.1
21/02/2015-04:55;0.0;0.0;6.4;225.0;9.7;None;22.1;20.0;88.0;1010.33;0.0;0.0;22.1;22.1
21/02/2015-05:00;0.0;0.0;6.4;225.0;8.0;None;22.1;20.0;88.0;1010.4;0.0;0.0;22.1;22.1
21/02/2015-05:05;0.0;0.0;8.0;225.0;9.7;None;22.0;19.9;88.0;1010.46;0.0;0.0;22.0;22.0
21/02/2015-05:10;0.0;0.0;6.4;225.0;8.0;None;21.9;19.9;88.0;1010.57;0.0;0.0;21.9;21.9
21/02/2015-05:15;0.0;0.0;6.4;225.0;8.0;None;21.9;19.9;88.0;1010.57;0.0;0.0;21.9;21.9
21/02/2015-05:20;0.0;0.0;4.8;225.0;8.0;None;21.9;19.8;88.0;1010.63;0.0;0.0;21.9;21.9
21/02/2015-05:25;0.0;0.0;4.8;225.0;8.0;None;21.9;20.0;89.0;1010.67;0.0;0.0;21.9;21.9
21/02/2015-05:30;0.0;0.0;6.4;225.0;8.0;None;21.8;20.0;89.0;1010.63;0.0;0.0;21.8;21.8
21/02/2015-05:35;0.0;0.0;4.8;225.0;6.4;None;21.8;19.9;89.0;1010.7;0.0;0.0;21.8;21.8
21/02/2015-05:40;0.0;0.0;4.8;225.0;6.4;None;21.8;19.9;89.0;1010.77;0.0;0.0;21.8;21.8
21/02/2015-05:45;0.0;0.0;3.2;225.0;4.8;None;21.8;19.9;89.0;1010.84;0.0;0.0;21.8;21.8
21/02/2015-05:50;0.0;0.0;4.8;225.0;8.0;None;21.8;19.9;89.0;1010.8;0.0;0.0;21.8;21.8
21/02/2015-05:55;0.0;0.0;6.4;225.0;8.0;None;21.8;19.9;89.0;1010.87;0.0;0.0;21.8;21.8
21/02/2015-06:00;0.0;0.0;6.4;225.0;8.0;None;21.8;19.9;89.0;1010.84;0.0;0.0;21.8;21.8
21/02/2015-06:05;0.0;0.0;6.4;225.0;8.0;None;21.7;19.8;89.0;1010.87;0.0;0.0;21.7;21.7
21/02/2015-06:10;0.0;0.0;6.4;225.0;8.0;None;21.7;19.8;89.0;1010.94;0.0;0.0;21.7;21.7
21/02/2015-06:15;0.0;0.0;4.8;225.0;8.0;None;21.7;19.8;89.0;1011.04;0.0;0.0;21.7;21.7
21/02/2015-06:20;0.0;0.0;4.8;225.0;8.0;None;21.7;19.8;89.0;1011.11;0.0;5.0;21.7;21.7
21/02/2015-06:25;0.0;0.0;4.8;225.0;6.4;None;21.7;20.0;90.0;1011.14;0.0;9.0;21.7;21.7
21/02/2015-06:30;0.0;0.0;4.8;225.0;6.4;None;21.7;20.0;90.0;1011.21;0.0;13.0;21.7;21.7
21/02/2015-06:35;0.0;0.0;4.8;225.0;6.4;None;21.7;20.0;90.0;1011.31;0.0;15.0;21.7;21.7
21/02/2015-06:40;0.0;0.0;4.8;225.0;6.4;None;21.7;20.2;91.0;1011.31;0.0;18.0;21.7;21.7
21/02/2015-06:45;0.0;0.0;4.8;225.0;6.4;None;21.8;20.3;91.0;1011.31;0.0;19.0;21.8;21.8
21/02/2015-06:50;0.0;0.0;4.8;225.0;6.4;None;21.9;20.2;90.0;1011.34;0.0;21.0;21.9;21.9
21/02/2015-06:55;0.0;0.0;4.8;225.0;6.4;None;22.1;20.2;89.0;1011.38;0.0;22.0;22.1;22.1
21/02/2015-07:00;0.0;0.0;3.2;225.0;6.4;None;22.4;20.5;89.0;1011.58;0.0;25.0;22.4;22.4
21/02/2015-07:05;0.0;0.0;3.2;225.0;4.8;None;22.7;20.7;88.0;1011.68;0.0;27.0;22.7;22.7
21/02/2015-07:10;0.0;0.0;1.6;225.0;4.8;None;23.1;21.0;88.0;1011.75;0.0;28.0;23.1;23.1
21/02/2015-07:15;0.0;0.0;1.6;225.0;3.2;None;23.3;21.3;88.0;1011.75;0.0;45.0;23.3;23.3
21/02/2015-07:20;0.0;0.0;0.0;None;3.2;None;23.7;21.8;89.0;1011.79;1.0;64.0;23.7;23.7
21/02/2015-07:25;0.0;0.0;1.6;135.0;3.2;None;23.9;22.0;89.0;1011.82;0.0;39.0;23.9;23.9
21/02/2015-07:30;0.0;0.0;3.2;135.0;4.8;None;24.1;21.8;87.0;1011.79;0.0;46.0;24.1;24.1
21/02/2015-07:35;0.0;0.0;1.6;135.0;6.4;None;24.4;21.7;85.0;1011.82;0.0;52.0;24.4;24.4
21/02/2015-07:40;0.0;0.0;1.6;135.0;4.8;None;24.6;21.6;83.0;1011.92;0.0;40.0;24.6;24.6
21/02/2015-07:45;0.0;0.0;3.2;135.0;4.8;None;24.9;21.6;82.0;1011.95;0.0;57.0;24.9;24.9
21/02/2015-07:50;0.0;0.0;1.6;135.0;6.4;None;25.2;22.1;83.0;1011.99;1.0;80.0;25.2;25.2
21/02/2015-07:55;0.0;0.0;1.6;135.0;4.8;None;25.4;22.2;82.0;1012.06;1.0;99.0;25.4;25.4
21/02/2015-08:00;0.0;0.0;1.6;135.0;4.8;None;25.7;22.0;80.0;1012.12;1.0;91.0;25.7;25.7
21/02/2015-08:05;0.0;0.0;1.6;158.0;4.8;None;25.9;22.0;79.0;1012.09;1.0;132.0;25.9;25.9
21/02/2015-08:10;0.0;0.0;1.6;158.0;3.2;None;26.2;22.5;80.0;1012.12;2.0;203.0;26.2;26.2
21/02/2015-08:15;0.0;0.0;1.6;90.0;3.2;None;26.5;23.0;81.0;1012.19;2.0;197.0;26.5;26.5
21/02/2015-08:20;0.0;0.0;1.6;135.0;6.4;None;26.9;23.0;79.0;1012.16;2.0;257.0;29.4;26.9
21/02/2015-08:25;0.0;0.0;1.6;135.0;4.8;None;27.1;23.4;80.0;1012.16;2.0;344.0;30.0;27.1
21/02/2015-08:30;0.0;0.0;3.2;68.0;6.4;None;27.4;23.5;79.0;1012.16;3.0;440.0;30.5;27.4
21/02/2015-08:35;0.0;0.0;1.6;68.0;6.4;None;27.6;23.4;78.0;1012.19;3.0;497.0;30.8;27.6
21/02/2015-08:40;0.0;0.0;1.6;135.0;4.8;None;27.8;23.5;77.0;1012.26;3.0;444.0;31.3;27.8
21/02/2015-08:45;0.0;0.0;1.6;68.0;6.4;None;27.9;23.8;78.0;1012.29;3.0;524.0;31.7;27.9
21/02/2015-08:50;0.0;0.0;3.2;68.0;6.4;None;27.9;23.6;77.0;1012.26;4.0;548.0;31.5;27.9
21/02/2015-08:55;0.0;0.0;3.2;68.0;6.4;None;28.1;23.7;77.0;1012.33;4.0;583.0;31.8;28.1
21/02/2015-09:00;0.0;0.0;3.2;68.0;8.0;None;28.1;23.7;77.0;1012.39;4.0;622.0;31.9;28.1
21/02/2015-09:05;0.0;0.0;3.2;68.0;8.0;None;28.1;23.7;77.0;1012.5;4.0;639.0;31.9;28.1
21/02/2015-09:10;0.0;0.0;4.8;68.0;9.7;None;28.1;23.7;77.0;1012.56;4.0;559.0;31.8;28.1
21/02/2015-09:15;0.0;0.0;3.2;68.0;6.4;None;27.7;23.8;79.0;1012.56;3.0;210.0;31.3;27.7
21/02/2015-09:20;0.0;0.0;3.2;68.0;6.4;None;27.8;24.1;80.0;1012.67;5.0;895.0;31.7;27.8
21/02/2015-09:25;0.0;0.0;4.8;22.0;11.3;None;28.2;24.3;79.0;1012.7;6.0;870.0;32.5;28.2
21/02/2015-09:30;0.0;0.0;3.2;112.0;11.3;None;28.4;24.1;77.0;1012.77;5.0;683.0;32.7;28.4
21/02/2015-09:35;0.0;0.0;4.8;68.0;12.9;None;28.4;24.2;78.0;1012.67;5.0;934.0;32.7;28.4
21/02/2015-09:40;0.0;0.0;3.2;90.0;11.3;None;28.4;24.0;77.0;1012.8;5.0;630.0;32.6;28.4
21/02/2015-09:45;0.0;0.0;6.4;68.0;11.3;None;28.4;23.8;76.0;1012.84;7.0;820.0;32.5;28.4
21/02/2015-09:50;0.0;0.0;6.4;68.0;11.3;None;28.3;23.5;75.0;1012.84;6.0;728.0;32.1;28.3
21/02/2015-09:55;0.0;0.0;4.8;68.0;12.9;None;28.3;23.7;76.0;1012.77;7.0;713.0;32.3;28.3
21/02/2015-10:00;0.0;0.0;3.2;68.0;11.3;None;28.7;24.3;77.0;1012.8;7.0;828.0;33.3;28.7
21/02/2015-10:05;0.0;0.0;4.8;68.0;14.5;None;28.7;23.8;75.0;1012.8;7.0;989.0;32.9;28.7
21/02/2015-10:10;0.0;0.0;6.4;68.0;12.9;None;28.7;24.1;76.0;1012.73;8.0;960.0;33.1;28.7
21/02/2015-10:15;0.0;0.0;4.8;22.0;11.3;None;28.9;24.3;76.0;1012.8;9.0;930.0;33.8;28.9
21/02/2015-10:20;0.0;0.0;4.8;68.0;14.5;None;29.2;24.6;76.0;1012.84;9.0;1063.0;34.5;29.2
21/02/2015-10:25;0.0;0.0;6.4;68.0;16.1;None;29.3;23.7;72.0;1012.8;9.0;1122.0;33.8;29.3
21/02/2015-10:30;0.0;0.0;6.4;68.0;14.5;None;28.9;23.8;74.0;1012.8;5.0;377.0;33.2;28.9
21/02/2015-10:35;0.0;0.0;6.4;68.0;11.3;None;28.4;23.6;75.0;1012.8;6.0;580.0;32.2;28.4
21/02/2015-10:40;0.0;0.0;4.8;90.0;12.9;None;28.7;23.8;75.0;1012.8;10.0;1046.0;32.9;28.7
21/02/2015-10:45;0.0;0.0;6.4;68.0;12.9;None;28.9;24.0;75.0;1012.84;9.0;1113.0;33.4;28.9
21/02/2015-10:50;0.0;0.0;6.4;68.0;12.9;None;29.2;23.9;73.0;1012.8;10.0;1024.0;33.7;29.2
21/02/2015-10:55;0.0;0.0;4.8;0.0;14.5;None;29.3;24.0;73.0;1012.73;10.0;1022.0;34.0;29.3
21/02/2015-11:00;0.0;0.0;4.8;68.0;14.5;None;29.3;23.7;72.0;1012.73;10.0;1050.0;33.8;29.3
21/02/2015-11:05;0.0;0.0;8.0;68.0;14.5;None;29.3;23.7;72.0;1012.63;12.0;1181.0;33.8;29.3
21/02/2015-11:10;0.0;0.0;4.8;22.0;14.5;None;29.4;24.1;73.0;1012.63;12.0;1187.0;34.2;29.4
21/02/2015-11:15;0.0;0.0;4.8;68.0;12.9;None;29.4;23.9;72.0;1012.63;11.0;1012.0;34.2;29.4
21/02/2015-11:20;0.0;0.0;4.8;68.0;9.7;None;29.0;23.9;74.0;1012.56;7.0;472.0;33.5;29.0
21/02/2015-11:25;0.0;0.0;4.8;68.0;11.3;None;28.9;24.3;76.0;1012.5;11.0;974.0;33.8;28.9
21/02/2015-11:30;0.0;0.0;3.2;22.0;6.4;None;29.5;24.0;72.0;1012.43;12.0;1132.0;34.3;29.5
21/02/2015-11:35;0.0;0.0;4.8;68.0;11.3;None;29.8;24.2;72.0;1012.39;13.0;1167.0;35.0;29.8
21/02/2015-11:40;0.0;0.0;3.2;0.0;8.0;None;29.9;24.2;71.0;1012.43;13.0;1207.0;35.1;29.9
21/02/2015-11:45;0.0;0.0;4.8;68.0;12.9;None;29.8;24.0;71.0;1012.39;12.0;1152.0;34.7;29.8
21/02/2015-11:50;0.0;0.0;4.8;68.0;12.9;None;29.3;24.5;75.0;1012.39;11.0;1086.0;34.5;29.3
21/02/2015-11:55;0.0;0.0;6.4;68.0;16.1;None;29.3;24.5;75.0;1012.39;12.0;1393.0;34.5;29.3
21/02/2015-12:00;0.0;0.0;4.8;68.0;14.5;None;28.9;24.3;76.0;1012.39;6.0;393.0;33.8;28.9
21/02/2015-12:05;0.0;0.0;6.4;68.0;12.9;None;28.4;24.0;77.0;1012.36;5.0;328.0;32.6;28.4
21/02/2015-12:10;0.0;0.0;3.2;90.0;8.0;None;28.3;24.2;78.0;1012.26;7.0;471.0;32.6;28.3
21/02/2015-12:15;0.0;0.0;6.4;68.0;17.7;None;28.3;24.1;78.0;1012.33;7.0;478.0;32.5;28.3
21/02/2015-12:20;0.0;0.0;4.8;90.0;17.7;None;28.1;24.1;79.0;1012.23;6.0;350.0;32.1;28.1
21/02/2015-12:25;0.0;0.0;4.8;68.0;11.3;None;28.1;24.1;79.0;1012.19;6.0;378.0;32.1;28.1
